S.No,Date,Day,Month,College,Meal_Type,College_Capacity,Students_Expected,Students_Came,Food_Prepared_kg,Food_Consumed_kg,Cost_Per_kg,Total_Cost,Student_Rating
306,24-03-2024,Monday,March,SSBF,Dinner,380,285,260,134,89,165,22110,5.5
307,24-03-2024,Monday,March,SIBM,Breakfast,520,364,330,178,115,115,20470,5.2
308,24-03-2024,Monday,March,SIBM,Lunch,520,442,408,196,130,173,33908,5.3
309,24-03-2024,Monday,March,SIBM,Dinner,520,390,445,171,139,165,28215,6.5
310,24-03-2024,Monday,March,SIMC,Breakfast,320,224,201,101,77,120,12120,5.9
311,24-03-2024,Monday,March,SIMC,Lunch,320,272,290,123,109,185,22755,7.2
312,24-03-2024,Monday,March,SIMC,Dinner,320,240,247,112,90,161,18032,6.2
313,24-03-2024,Monday,March,SSSS,Breakfast,280,196,165,87,52,127,11049,4.5
314,24-03-2024,Monday,March,SSSS,Lunch,280,238,250,111,95,180,19980,6.8
315,24-03-2024,Monday,March,SSSS,Dinner,280,210,209,91,78,160,14560,7.4
316,25-03-2024,Tuesday,March,SIDTM,Breakfast,450,315,269,136,105,124,16864,6.5
317,25-03-2024,Tuesday,March,SIDTM,Lunch,450,383,330,178,100,189,33642,4.5
318,25-03-2024,Tuesday,March,SIDTM,Dinner,450,338,280,140,100,166,23240,5.6
319,25-03-2024,Tuesday,March,SSBF,Breakfast,380,266,264,127,87,128,16256,5.4
320,25-03-2024,Tuesday,March,SSBF,Lunch,380,323,318,140,126,185,25900,7.4
321,25-03-2024,Tuesday,March,SSBF,Dinner,380,285,248,137,87,166,22742,4.5
322,25-03-2024,Tuesday,March,SIBM,Breakfast,520,364,330,175,131,118,20650,5.7
323,25-03-2024,Tuesday,March,SIBM,Lunch,520,442,525,184,184,171,31464,8.5
324,25-03-2024,Tuesday,March,SIBM,Dinner,520,390,319,191,112,154,29414,3.9
325,25-03-2024,Tuesday,March,SIMC,Breakfast,320,224,254,102,99,128,13056,8.3
326,25-03-2024,Tuesday,March,SIMC,Lunch,320,272,278,116,94,185,21460,6.5
327,25-03-2024,Tuesday,March,SIMC,Dinner,320,240,272,102,102,156,15912,8.7
328,25-03-2024,Tuesday,March,SSSS,Breakfast,280,196,202,88,76,113,9944,7.2
329,25-03-2024,Tuesday,March,SSSS,Lunch,280,238,194,100,76,186,18600,5.8
330,25-03-2024,Tuesday,March,SSSS,Dinner,280,210,241,87,87,163,14181,8.6
331,26-03-2024,Wednesday,March,SIDTM,Breakfast,450,315,370,127,123,124,15748,8
332,26-03-2024,Wednesday,March,SIDTM,Lunch,450,383,380,183,127,186,34038,5.7
333,26-03-2024,Wednesday,March,SIDTM,Dinner,450,338,272,145,108,162,23490,5.7
334,26-03-2024,Wednesday,March,SSBF,Breakfast,380,266,281,110,95,126,13860,7.3
335,26-03-2024,Wednesday,March,SSBF,Lunch,380,323,334,150,115,171,25650,6.6
336,26-03-2024,Wednesday,March,SSBF,Dinner,380,285,238,117,92,162,18954,6.9
337,26-03-2024,Wednesday,March,SIBM,Breakfast,520,364,318,169,126,120,20280,6.2
338,26-03-2024,Wednesday,March,SIBM,Lunch,520,442,366,212,129,177,37524,5
339,26-03-2024,Wednesday,March,SIBM,Dinner,520,390,328,170,107,157,26690,4.5
340,26-03-2024,Wednesday,March,SIMC,Breakfast,320,224,258,101,98,118,11918,8.1
341,26-03-2024,Wednesday,March,SIMC,Lunch,320,272,316,133,125,170,22610,8.2
342,26-03-2024,Wednesday,March,SIMC,Dinner,320,240,240,107,95,161,17227,7.5
343,26-03-2024,Wednesday,March,SSSS,Breakfast,280,196,196,93,72,111,10323,6
344,26-03-2024,Wednesday,March,SSSS,Lunch,280,238,255,116,87,170,19720,5.9
345,26-03-2024,Wednesday,March,SSSS,Dinner,280,210,250,93,82,168,15624,7.4
346,27-03-2024,Thursday,March,SIDTM,Breakfast,450,315,343,131,109,113,14803,6.9
347,27-03-2024,Thursday,March,SIDTM,Lunch,450,383,386,185,124,181,33485,5.3
348,27-03-2024,Thursday,March,SIDTM,Dinner,450,338,285,155,89,169,26195,4
349,27-03-2024,Thursday,March,SSBF,Breakfast,380,266,287,122,89,121,14762,5.9
350,27-03-2024,Thursday,March,SSBF,Lunch,380,323,333,147,107,175,25725,5.4
351,27-03-2024,Thursday,March,SSBF,Dinner,380,285,338,132,122,156,20592,7.5
352,27-03-2024,Thursday,March,SIBM,Breakfast,520,364,383,170,121,122,20740,5.9
353,27-03-2024,Thursday,March,SIBM,Lunch,520,442,426,208,163,175,36400,6.3
354,27-03-2024,Thursday,March,SIBM,Dinner,520,390,377,157,121,169,26533,6
355,27-03-2024,Thursday,March,SIMC,Breakfast,320,224,231,109,72,117,12753,5.1
356,27-03-2024,Thursday,March,SIMC,Lunch,320,272,295,121,112,176,21296,7.4
357,27-03-2024,Thursday,March,SIMC,Dinner,320,240,225,104,76,164,17056,5.7
358,27-03-2024,Thursday,March,SSSS,Breakfast,280,196,187,80,68,121,9680,6.6
359,27-03-2024,Thursday,March,SSSS,Lunch,280,238,211,110,79,186,20460,5.4
360,27-03-2024,Thursday,March,SSSS,Dinner,280,210,238,103,87,161,16583,6.7
361,28-03-2024,Friday,March,SIDTM,Breakfast,450,315,314,140,107,110,15400,5.8
362,28-03-2024,Friday,March,SIDTM,Lunch,450,383,387,187,150,181,33847,6.9
363,28-03-2024,Friday,March,SIDTM,Dinner,450,338,321,152,96,153,23256,5
364,28-03-2024,Friday,March,SSBF,Breakfast,380,266,241,109,82,129,14061,5.8
365,28-03-2024,Friday,March,SSBF,Lunch,380,323,259,146,94,182,26572,4.8
366,28-03-2024,Friday,March,SSBF,Dinner,380,285,298,132,116,159,20988,7.4
367,28-03-2024,Friday,March,SIBM,Breakfast,520,364,320,169,109,124,20956,4.6
368,28-03-2024,Friday,March,SIBM,Lunch,520,442,455,213,152,183,38979,5.7
369,28-03-2024,Friday,March,SIBM,Dinner,520,390,376,189,131,162,30618,5.1
370,28-03-2024,Friday,March,SIMC,Breakfast,320,224,212,94,75,118,11092,6.9
371,28-03-2024,Friday,March,SIMC,Lunch,320,272,225,127,78,189,24003,4.7
372,28-03-2024,Friday,March,SIMC,Dinner,320,240,277,116,87,155,17980,5.8
373,28-03-2024,Friday,March,SSSS,Breakfast,280,196,181,86,67,111,9546,6.2
374,28-03-2024,Friday,March,SSSS,Lunch,280,238,234,108,80,176,19008,6.1
375,28-03-2024,Friday,March,SSSS,Dinner,280,210,227,87,75,165,14355,7.1
376,29-03-2024,Saturday,March,SIDTM,Breakfast,450,189,186,93,60,114,10602,4.9
377,29-03-2024,Saturday,March,SIDTM,Lunch,450,230,236,105,78,173,18165,6
378,29-03-2024,Saturday,March,SIDTM,Dinner,450,203,198,93,78,156,14508,7.3
379,29-03-2024,Saturday,March,SSBF,Breakfast,380,160,173,65,62,124,8060,8.5
380,29-03-2024,Saturday,March,SSBF,Lunch,380,194,213,87,81,188,16356,7.8
381,29-03-2024,Saturday,March,SSBF,Dinner,380,171,178,78,54,157,12246,5.1
382,29-03-2024,Saturday,March,SIBM,Breakfast,520,218,184,95,68,121,11495,5.9
383,29-03-2024,Saturday,March,SIBM,Lunch,520,265,302,125,96,179,22375,6.1
384,29-03-2024,Saturday,March,SIBM,Dinner,520,234,211,100,67,168,16800,5.5
385,29-03-2024,Saturday,March,SIMC,Breakfast,320,134,117,54,36,120,6480,4.7
386,29-03-2024,Saturday,March,SIMC,Lunch,320,163,175,73,67,176,12848,7.2
387,29-03-2024,Saturday,March,SIMC,Dinner,320,144,153,65,60,161,10465,8.2
388,29-03-2024,Saturday,March,SSSS,Breakfast,280,118,122,49,38,128,6272,6.3
389,29-03-2024,Saturday,March,SSSS,Lunch,280,143,136,64,54,176,11264,6.9
390,29-03-2024,Saturday,March,SSSS,Dinner,280,126,109,55,38,151,8305,5
391,31-03-2024,Monday,April,SIDTM,Breakfast,450,315,266,140,85,114,15960,4.6
392,31-03-2024,Monday,April,SIDTM,Lunch,450,383,319,172,125,179,30788,5.4
393,31-03-2024,Monday,April,SIDTM,Dinner,450,338,282,143,112,151,21593,6.5
394,31-03-2024,Monday,April,SSBF,Breakfast,380,266,216,123,68,128,15744,4.1
395,31-03-2024,Monday,April,SSBF,Lunch,380,323,297,151,119,185,27935,6.3
396,31-03-2024,Monday,April,SSBF,Dinner,380,285,244,120,79,157,18840,5.3
397,31-03-2024,Monday,April,SIBM,Breakfast,520,364,390,157,125,116,18212,6.1
398,31-03-2024,Monday,April,SIBM,Lunch,520,442,510,198,190,171,33858,8
399,31-03-2024,Monday,April,SIBM,Dinner,520,390,404,172,149,168,28896,6.9
400,31-03-2024,Monday,April,SIMC,Breakfast,320,224,262,92,92,112,10304,8.6
401,31-03-2024,Monday,April,SIMC,Lunch,320,272,263,130,97,187,24310,5.5
402,31-03-2024,Monday,April,SIMC,Dinner,320,240,224,109,68,157,17113,4.8
403,31-03-2024,Monday,April,SSSS,Breakfast,280,196,191,83,67,114,9462,6.2
404,31-03-2024,Monday,April,SSSS,Lunch,280,238,234,100,79,181,18100,6.7
405,31-03-2024,Monday,April,SSSS,Dinner,280,210,230,90,80,161,14490,7.1
406,01-04-2024,Tuesday,April,SIDTM,Breakfast,450,315,320,129,114,129,16641,7.2
407,01-04-2024,Tuesday,April,SIDTM,Lunch,450,383,310,166,108,174,28884,4.9
408,01-04-2024,Tuesday,April,SIDTM,Dinner,450,338,291,151,100,152,22952,5.2
409,01-04-2024,Tuesday,April,SSBF,Breakfast,380,266,252,115,98,129,14835,6.9
410,01-04-2024,Tuesday,April,SSBF,Lunch,380,323,385,155,117,181,28055,6.5
411,01-04-2024,Tuesday,April,SSBF,Dinner,380,285,261,140,83,152,21280,4.3
412,01-04-2024,Tuesday,April,SIBM,Breakfast,520,364,436,157,135,129,20253,7.2
413,01-04-2024,Tuesday,April,SIBM,Lunch,520,442,426,190,140,173,32870,6.3
414,01-04-2024,Tuesday,April,SIBM,Dinner,520,390,459,183,179,155,28365,8
415,01-04-2024,Tuesday,April,SIMC,Breakfast,320,224,225,105,83,112,11760,6.4
416,01-04-2024,Tuesday,April,SIMC,Lunch,320,272,277,124,92,178,22072,5.4
417,01-04-2024,Tuesday,April,SIMC,Dinner,320,240,240,107,95,162,17334,7.8
418,01-04-2024,Tuesday,April,SSSS,Breakfast,280,196,185,92,56,122,11224,4.9
419,01-04-2024,Tuesday,April,SSSS,Lunch,280,238,272,104,83,187,19448,6.3
420,01-04-2024,Tuesday,April,SSSS,Dinner,280,210,191,86,61,153,13158,5.1
421,02-04-2024,Wednesday,April,SIDTM,Breakfast,450,315,287,148,95,127,18796,5.3
422,02-04-2024,Wednesday,April,SIDTM,Lunch,450,383,339,180,128,179,32220,5.5
423,02-04-2024,Wednesday,April,SIDTM,Dinner,450,338,301,140,91,157,21980,5.4
424,02-04-2024,Wednesday,April,SSBF,Breakfast,380,266,242,119,89,117,13923,5.7
425,02-04-2024,Wednesday,April,SSBF,Lunch,380,323,274,151,109,179,27029,6
426,02-04-2024,Wednesday,April,SSBF,Dinner,380,285,245,122,85,161,19642,5.2
427,02-04-2024,Wednesday,April,SIBM,Breakfast,520,364,314,168,101,122,20496,4.2
428,02-04-2024,Wednesday,April,SIBM,Lunch,520,442,528,195,195,184,35880,8.9
429,02-04-2024,Wednesday,April,SIBM,Dinner,520,390,466,163,163,165,26895,8.1
430,02-04-2024,Wednesday,April,SIMC,Breakfast,320,224,208,94,64,111,10434,5.5
431,02-04-2024,Wednesday,April,SIMC,Lunch,320,272,250,116,88,185,21460,5.6
432,02-04-2024,Wednesday,April,SIMC,Dinner,320,240,220,105,76,157,16485,6
433,02-04-2024,Wednesday,April,SSSS,Breakfast,280,196,228,82,76,119,9758,7.7
434,02-04-2024,Wednesday,April,SSSS,Lunch,280,238,247,110,81,181,19910,6.3
435,02-04-2024,Wednesday,April,SSSS,Dinner,280,210,211,86,78,164,14104,8
436,03-04-2024,Thursday,April,SIDTM,Breakfast,450,315,319,139,99,128,17792,5.2
437,03-04-2024,Thursday,April,SIDTM,Lunch,450,383,316,169,104,181,30589,4.2
438,03-04-2024,Thursday,April,SIDTM,Dinner,450,338,332,137,107,157,21509,6.1
439,03-04-2024,Thursday,April,SSBF,Breakfast,380,266,305,109,109,116,12644,8.9
440,03-04-2024,Thursday,April,SSBF,Lunch,380,323,322,157,103,187,29359,5.3
441,03-04-2024,Thursday,April,SSBF,Dinner,380,285,287,125,103,158,19750,7
442,03-04-2024,Thursday,April,SIBM,Breakfast,520,364,323,162,129,129,20898,6.4
443,03-04-2024,Thursday,April,SIBM,Lunch,520,442,482,208,145,182,37856,5.9
444,03-04-2024,Thursday,April,SIBM,Dinner,520,390,338,181,116,165,29865,4.7
445,03-04-2024,Thursday,April,SIMC,Breakfast,320,224,262,100,95,117,11700,8.1
446,03-04-2024,Thursday,April,SIMC,Lunch,320,272,240,110,86,174,19140,6.6
447,03-04-2024,Thursday,April,SIMC,Dinner,320,240,278,104,100,169,17576,8.4
448,03-04-2024,Thursday,April,SSSS,Breakfast,280,196,215,92,81,113,10396,7
449,03-04-2024,Thursday,April,SSSS,Lunch,280,238,280,101,101,185,18685,8.4
450,03-04-2024,Thursday,April,SSSS,Dinner,280,210,171,93,65,169,15717,5.6
451,04-04-2024,Friday,April,SIDTM,Breakfast,450,315,309,138,115,114,15732,7.1
452,04-04-2024,Friday,April,SIDTM,Lunch,450,383,403,158,158,171,27018,8.9
453,04-04-2024,Friday,April,SIDTM,Dinner,450,338,324,152,124,160,24320,6.2
454,04-04-2024,Friday,April,SSBF,Breakfast,380,266,282,123,95,119,14637,6.1
455,04-04-2024,Friday,April,SSBF,Lunch,380,323,272,141,92,185,26085,4.6
456,04-04-2024,Friday,April,SSBF,Dinner,380,285,335,135,119,161,21735,7.5
457,04-04-2024,Friday,April,SIBM,Breakfast,520,364,315,153,97,125,19125,4.8
458,04-04-2024,Friday,April,SIBM,Lunch,520,442,398,204,131,173,35292,4.8
459,04-04-2024,Friday,April,SIBM,Dinner,520,390,342,173,122,152,26296,5.1
460,04-04-2024,Friday,April,SIMC,Breakfast,320,224,200,107,67,127,13589,4.8
461,04-04-2024,Friday,April,SIMC,Lunch,320,272,320,128,109,187,23936,6.8
462,04-04-2024,Friday,April,SIMC,Dinner,320,240,242,112,73,164,18368,4.9
463,04-04-2024,Friday,April,SSSS,Breakfast,280,196,202,95,64,116,11020,4.9
464,04-04-2024,Friday,April,SSSS,Lunch,280,238,227,106,78,171,18126,6.1
465,04-04-2024,Friday,April,SSSS,Dinner,280,210,179,103,56,157,16171,3.6
466,05-04-2024,Saturday,April,SIDTM,Breakfast,450,189,216,77,77,129,9933,8.4
467,05-04-2024,Saturday,April,SIDTM,Lunch,450,230,231,100,85,171,17100,6.7
468,05-04-2024,Saturday,April,SIDTM,Dinner,450,203,218,89,86,160,14240,8.5
469,05-04-2024,Saturday,April,SSBF,Breakfast,380,160,152,66,60,129,8514,7.5
470,05-04-2024,Saturday,April,SSBF,Lunch,380,194,203,86,65,176,15136,6.2
471,05-04-2024,Saturday,April,SSBF,Dinner,380,171,138,77,50,153,11781,5.3
472,05-04-2024,Saturday,April,SIBM,Breakfast,520,218,178,95,67,123,11685,5.2
473,05-04-2024,Saturday,April,SIBM,Lunch,520,265,271,116,102,176,20416,7.7
474,05-04-2024,Saturday,April,SIBM,Dinner,520,234,276,105,104,166,17430,8.4
475,05-04-2024,Saturday,April,SIMC,Breakfast,320,134,152,58,56,126,7308,8
476,05-04-2024,Saturday,April,SIMC,Lunch,320,163,191,70,70,188,13160,8
477,05-04-2024,Saturday,April,SIMC,Dinner,320,144,129,61,46,162,9882,6.4
478,05-04-2024,Saturday,April,SSSS,Breakfast,280,118,136,54,45,122,6588,6.7
479,05-04-2024,Saturday,April,SSSS,Lunch,280,143,142,60,56,180,10800,7.5
480,05-04-2024,Saturday,April,SSSS,Dinner,280,126,143,58,54,160,9280,8.3
481,07-04-2024,Monday,April,SIDTM,Breakfast,450,315,281,139,101,128,17792,6.1
482,07-04-2024,Monday,April,SIDTM,Lunch,450,383,388,165,142,187,30855,6.8
483,07-04-2024,Monday,April,SIDTM,Dinner,450,338,289,160,115,152,24320,5.9
484,07-04-2024,Monday,April,SSBF,Breakfast,380,266,225,116,74,120,13920,5
485,07-04-2024,Monday,April,SSBF,Lunch,380,323,308,152,123,170,25840,6.5
486,07-04-2024,Monday,April,SSBF,Dinner,380,285,269,127,93,158,20066,5.8
487,07-04-2024,Monday,April,SIBM,Breakfast,520,364,407,153,150,127,19431,8.6
488,07-04-2024,Monday,April,SIBM,Lunch,520,442,498,197,186,184,36248,8.1
489,07-04-2024,Monday,April,SIBM,Dinner,520,390,363,177,130,163,28851,6
490,07-04-2024,Monday,April,SIMC,Breakfast,320,224,201,92,67,124,11408,5.6
491,07-04-2024,Monday,April,SIMC,Lunch,320,272,224,111,77,176,19536,5.9
492,07-04-2024,Monday,April,SIMC,Dinner,320,240,252,99,90,168,16632,7.1
493,07-04-2024,Monday,April,SSSS,Breakfast,280,196,225,92,73,112,10304,6.6
494,07-04-2024,Monday,April,SSSS,Lunch,280,238,274,106,96,180,19080,7.6
495,07-04-2024,Monday,April,SSSS,Dinner,280,210,171,88,63,170,14960,5.2
496,08-04-2024,Tuesday,April,SIDTM,Breakfast,450,315,256,141,83,112,15792,4.6
497,08-04-2024,Tuesday,April,SIDTM,Lunch,450,383,393,162,146,172,27864,8
498,08-04-2024,Tuesday,April,SIDTM,Dinner,450,338,390,149,149,155,23095,8.4
499,08-04-2024,Tuesday,April,SSBF,Breakfast,380,266,281,124,88,113,14012,5.9
500,08-04-2024,Tuesday,April,SSBF,Lunch,380,323,321,140,104,176,24640,5.8
501,08-04-2024,Tuesday,April,SSBF,Dinner,380,285,321,136,125,169,22984,8.1
502,08-04-2024,Tuesday,April,SIBM,Breakfast,520,364,328,169,125,123,20787,5.8
503,08-04-2024,Tuesday,April,SIBM,Lunch,520,442,474,193,180,174,33582,7.8
504,08-04-2024,Tuesday,April,SIBM,Dinner,520,390,424,162,149,151,24462,7.4
505,08-04-2024,Tuesday,April,SIMC,Breakfast,320,224,195,100,67,116,11600,4.9
506,08-04-2024,Tuesday,April,SIMC,Lunch,320,272,311,113,95,184,20792,6.9
507,08-04-2024,Tuesday,April,SIMC,Dinner,320,240,287,97,97,165,16005,8.2
508,08-04-2024,Tuesday,April,SSSS,Breakfast,280,196,179,94,65,119,11186,5.4
509,08-04-2024,Tuesday,April,SSSS,Lunch,280,238,203,101,70,170,17170,5.8
510,08-04-2024,Tuesday,April,SSSS,Dinner,280,210,236,97,86,152,14744,7.4
511,09-04-2024,Wednesday,April,SIDTM,Breakfast,450,315,302,137,106,112,15344,6.5
512,09-04-2024,Wednesday,April,SIDTM,Lunch,450,383,421,165,139,178,29370,7.4
513,09-04-2024,Wednesday,April,SIDTM,Dinner,450,338,289,141,91,161,22701,4.7
514,09-04-2024,Wednesday,April,SSBF,Breakfast,380,266,255,129,84,128,16512,5.2
515,09-04-2024,Wednesday,April,SSBF,Lunch,380,323,385,149,147,188,28012,8.4
516,09-04-2024,Wednesday,April,SSBF,Dinner,380,285,329,123,115,153,18819,7.4
517,09-04-2024,Wednesday,April,SIBM,Breakfast,520,364,383,175,117,124,21700,4.8
518,09-04-2024,Wednesday,April,SIBM,Lunch,520,442,523,184,172,184,33856,8.2
519,09-04-2024,Wednesday,April,SIBM,Dinner,520,390,394,177,131,154,27258,6.2
520,09-04-2024,Wednesday,April,SIMC,Breakfast,320,224,212,102,71,129,13158,5.8
521,09-04-2024,Wednesday,April,SIMC,Lunch,320,272,258,127,88,184,23368,5.6
522,09-04-2024,Wednesday,April,SIMC,Dinner,320,240,214,103,70,156,16068,5
523,09-04-2024,Wednesday,April,SSSS,Breakfast,280,196,175,88,65,129,11352,6
524,09-04-2024,Wednesday,April,SSSS,Lunch,280,238,221,97,80,184,17848,6.8
525,09-04-2024,Wednesday,April,SSSS,Dinner,280,210,180,101,59,152,15352,4.2
526,10-04-2024,Thursday,April,SIDTM,Breakfast,450,315,374,128,128,118,15104,8.8
527,10-04-2024,Thursday,April,SIDTM,Lunch,450,383,395,159,148,177,28143,8.3
528,10-04-2024,Thursday,April,SIDTM,Dinner,450,338,401,139,139,168,23352,8.1
529,10-04-2024,Thursday,April,SSBF,Breakfast,380,266,297,110,91,112,12320,6.5
530,10-04-2024,Thursday,April,SSBF,Lunch,380,323,287,149,88,180,26820,4.2
531,10-04-2024,Thursday,April,SSBF,Dinner,380,285,329,137,102,152,20824,6.2
532,10-04-2024,Thursday,April,SIBM,Breakfast,520,364,293,148,94,129,19092,4.4
533,10-04-2024,Thursday,April,SIBM,Lunch,520,442,497,192,184,184,35328,8
534,10-04-2024,Thursday,April,SIBM,Dinner,520,390,327,164,113,158,25912,5.1
535,10-04-2024,Thursday,April,SIMC,Breakfast,320,224,231,109,73,112,12208,4.9
536,10-04-2024,Thursday,April,SIMC,Lunch,320,272,311,131,109,173,22663,6.9
537,10-04-2024,Thursday,April,SIMC,Dinner,320,240,279,114,106,156,17784,7.7
538,10-04-2024,Thursday,April,SSSS,Breakfast,280,196,189,95,67,121,11495,5.7
539,10-04-2024,Thursday,April,SSSS,Lunch,280,238,271,99,85,175,17325,7.5
540,10-04-2024,Thursday,April,SSSS,Dinner,280,210,190,87,72,154,13398,6.7
541,11-04-2024,Friday,April,SIDTM,Breakfast,450,315,269,143,99,128,18304,5.6
542,11-04-2024,Friday,April,SIDTM,Lunch,450,383,452,158,158,176,27808,8.9
543,11-04-2024,Friday,April,SIDTM,Dinner,450,338,316,145,118,156,22620,6.2
544,11-04-2024,Friday,April,SSBF,Breakfast,380,266,240,110,75,116,12760,5.2
545,11-04-2024,Friday,April,SSBF,Lunch,380,323,326,151,123,171,25821,6.7
546,11-04-2024,Friday,April,SSBF,Dinner,380,285,234,126,79,164,20664,4.9
547,11-04-2024,Friday,April,SIBM,Breakfast,520,364,427,164,145,121,19844,7.7
548,11-04-2024,Friday,April,SIBM,Lunch,520,442,430,205,159,175,35875,5.9
549,11-04-2024,Friday,April,SIBM,Dinner,520,390,461,181,172,162,29322,8.1
550,11-04-2024,Friday,April,SIMC,Breakfast,320,224,184,109,57,118,12862,3.8
551,11-04-2024,Friday,April,SIMC,Lunch,320,272,260,123,90,173,21279,5.5
552,11-04-2024,Friday,April,SIMC,Dinner,320,240,231,113,76,168,18984,5.7
553,11-04-2024,Friday,April,SSSS,Breakfast,280,196,189,80,68,115,9200,6.6
554,11-04-2024,Friday,April,SSSS,Lunch,280,238,211,109,70,174,18966,4.7
555,11-04-2024,Friday,April,SSSS,Dinner,280,210,172,89,56,156,13884,5.2
556,12-04-2024,Saturday,April,SIDTM,Breakfast,450,189,153,87,48,119,10353,3.8
557,12-04-2024,Saturday,April,SIDTM,Lunch,450,230,206,102,66,187,19074,4.7
558,12-04-2024,Saturday,April,SIDTM,Dinner,450,203,199,85,62,168,14280,5.7
559,12-04-2024,Saturday,April,SSBF,Breakfast,380,160,149,78,54,124,9672,5.1
560,12-04-2024,Saturday,April,SSBF,Lunch,380,194,178,92,59,186,17112,5
561,12-04-2024,Saturday,April,SSBF,Dinner,380,171,151,69,54,160,11040,6.6
562,12-04-2024,Saturday,April,SIBM,Breakfast,520,218,192,105,65,126,13230,4.9
563,12-04-2024,Saturday,April,SIBM,Lunch,520,265,262,107,80,170,18190,6
564,12-04-2024,Saturday,April,SIBM,Dinner,520,234,233,109,83,162,17658,5.8
565,12-04-2024,Saturday,April,SIMC,Breakfast,320,134,154,56,56,125,7000,8.5
566,12-04-2024,Saturday,April,SIMC,Lunch,320,163,164,68,65,185,12580,8.2
567,12-04-2024,Saturday,April,SIMC,Dinner,320,144,118,67,46,166,11122,5
568,12-04-2024,Saturday,April,SSSS,Breakfast,280,118,105,55,37,120,6600,5.2
569,12-04-2024,Saturday,April,SSSS,Lunch,280,143,137,68,44,187,12716,4.5
570,12-04-2024,Saturday,April,SSSS,Dinner,280,126,141,60,45,165,9900,5.6
571,14-04-2024,Monday,April,SIDTM,Breakfast,450,315,312,136,101,115,15640,5.9
572,14-04-2024,Monday,April,SIDTM,Lunch,450,383,386,157,128,182,28574,7
573,14-04-2024,Monday,April,SIDTM,Dinner,450,338,272,149,87,150,22350,4
574,14-04-2024,Monday,April,SSBF,Breakfast,380,266,248,120,84,113,13560,5.5
575,14-04-2024,Monday,April,SSBF,Lunch,380,323,324,132,101,188,24816,6.5
576,14-04-2024,Monday,April,SSBF,Dinner,380,285,323,131,106,164,21484,7.1
577,14-04-2024,Monday,April,SIBM,Breakfast,520,364,313,170,115,114,19380,5.6
578,14-04-2024,Monday,April,SIBM,Lunch,520,442,413,194,158,184,35696,6.7
579,14-04-2024,Monday,April,SIBM,Dinner,520,390,356,172,138,169,29068,6.8
580,14-04-2024,Monday,April,SIMC,Breakfast,320,224,231,107,76,119,12733,5.7
581,14-04-2024,Monday,April,SIMC,Lunch,320,272,254,112,84,182,20384,6.3
582,14-04-2024,Monday,April,SIMC,Dinner,320,240,257,101,91,167,16867,7.2
583,14-04-2024,Monday,April,SSSS,Breakfast,280,196,219,84,72,117,9828,6.6
584,14-04-2024,Monday,April,SSSS,Lunch,280,238,268,109,84,183,19947,6
585,14-04-2024,Monday,April,SSSS,Dinner,280,210,245,88,76,155,13640,7
586,15-04-2024,Tuesday,April,SIDTM,Breakfast,450,315,370,139,120,121,16819,7.3
587,15-04-2024,Tuesday,April,SIDTM,Lunch,450,383,435,175,169,186,32550,8.5
588,15-04-2024,Tuesday,April,SIDTM,Dinner,450,338,343,149,114,169,25181,5.7
589,15-04-2024,Tuesday,April,SSBF,Breakfast,380,266,319,124,97,114,14136,6.6
590,15-04-2024,Tuesday,April,SSBF,Lunch,380,323,284,138,103,185,25530,5.8
591,15-04-2024,Tuesday,April,SSBF,Dinner,380,285,334,137,127,158,21646,7.7
592,15-04-2024,Tuesday,April,SIBM,Breakfast,520,364,346,156,136,120,18720,7.6
593,15-04-2024,Tuesday,April,SIBM,Lunch,520,442,380,184,144,171,31464,6.1
594,15-04-2024,Tuesday,April,SIBM,Dinner,520,390,412,171,148,165,28215,7.2
595,15-04-2024,Tuesday,April,SIMC,Breakfast,320,224,219,109,74,124,13516,5.3
596,15-04-2024,Tuesday,April,SIMC,Lunch,320,272,258,117,89,180,21060,5.6
597,15-04-2024,Tuesday,April,SIMC,Dinner,320,240,248,110,84,167,18370,5.8
598,15-04-2024,Tuesday,April,SSSS,Breakfast,280,196,173,84,63,127,10668,5.8
599,15-04-2024,Tuesday,April,SSSS,Lunch,280,238,219,112,76,173,19376,5.6
600,15-04-2024,Tuesday,April,SSSS,Dinner,280,210,242,97,86,155,15035,6.9
601,16-04-2024,Wednesday,April,SIDTM,Breakfast,450,315,275,147,106,117,17199,5.3
602,16-04-2024,Wednesday,April,SIDTM,Lunch,450,383,421,164,129,189,30996,6.2
603,16-04-2024,Wednesday,April,SIDTM,Dinner,450,338,377,141,137,164,23124,8.2
604,16-04-2024,Wednesday,April,SSBF,Breakfast,380,266,281,107,107,121,12947,8.3
605,16-04-2024,Wednesday,April,SSBF,Lunch,380,323,338,137,110,174,23838,6.1
606,16-04-2024,Wednesday,April,SSBF,Dinner,380,285,273,118,102,151,17818,7.3
607,16-04-2024,Wednesday,April,SIBM,Breakfast,520,364,435,171,141,124,21204,6.7
608,16-04-2024,Wednesday,April,SIBM,Lunch,520,442,357,197,122,186,36642,4.9
609,16-04-2024,Wednesday,April,SIBM,Dinner,520,390,336,187,115,160,29920,5.1
610,16-04-2024,Wednesday,April,SIMC,Breakfast,320,224,214,95,69,126,11970,5.5
611,16-04-2024,Wednesday,April,SIMC,Lunch,320,272,263,118,79,186,21948,5.2
